,reliable_sensor1,reliable_sensor2,reliable_sensor3,reliable_sensor4,unreliable_sensor1,unreliable_sensor2,unreliable_sensor3,unreliable_sensor4,robot1,robot2,door_sensor1,door_sensor2,door_sensor3,door_sensor4,time,electricity_price,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,c1,c2,c3,c4,o1,outside
88,motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r3', 0)","('c3', 0)",0,0,0,0,08:22:15,0.7847167237347998,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
89,motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r3', 0)","('r15', 2)",0,0,0,0,08:22:30,0.7847167237347998,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
90,motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r3', 0)","('c3', 1)",0,0,0,0,08:22:45,0.8007313507497957,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0
91,motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r1', 0)","('r15', 2)",0,0,0,0,08:23:00,0.8170728068875467,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0
92,motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r3', 0)","('c3', 0)",0,0,0,0,08:23:15,0.8170728068875467,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
93,motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r7', 1)","('r11', 1)",0,0,0,0,08:23:30,0.8337477621301497,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
94,motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r3', 0)","('c3', 0)",0,0,0,0,08:23:45,0.8337477621301497,0,0,0,0,0,0,1,1,1,3,1,0,0,0,2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
95,motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r7', 0)","('r11', 1)",0,0,0,0,08:24:00,0.8170728068875467,0,0,0,0,0,0,0,1,1,3,1,0,0,0,2,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2,1,0
96,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r7', 0)","('c3', 1)",0,0,0,0,08:24:15,0.8170728068875467,0,0,0,0,0,0,0,1,1,3,1,0,0,0,2,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2,1,0
97,no motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r7', 0)","('c3', 0)",0,0,0,0,08:24:30,0.8170728068875467,0,0,0,0,0,0,0,1,1,3,1,0,0,0,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0
98,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r3', 0)","('r16', 0)",0,1,0,0,08:24:45,0.8007313507497957,0,0,0,0,0,0,0,1,1,3,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,3,1,0
99,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r3', 0)","('c3', 0)",0,0,0,0,08:25:00,0.8007313507497957,0,0,0,1,0,0,0,0,1,3,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0
100,no motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r3', 0)","('c3', 0)",0,1,0,0,08:25:15,0.8007313507497957,0,0,0,1,0,0,0,0,1,3,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,0
101,no motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:25:30,0.7847167237347998,0,1,0,0,0,0,0,0,1,3,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,3,1,0
102,motion,no motion,motion,motion,motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:25:45,0.8007313507497957,0,1,0,0,0,0,0,0,1,3,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,3,1,0
103,no motion,no motion,motion,motion,motion,motion,no motion,no motion,"('r3', 0)","('r19', 1)",0,0,0,0,08:26:00,0.8170728068875467,0,1,0,0,0,0,0,0,1,3,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,3,1,0
104,motion,no motion,motion,motion,motion,no motion,no motion,motion,"('r1', 0)","('c3', 0)",0,1,0,0,08:26:15,0.8337477621301497,0,1,0,0,0,0,1,0,1,3,1,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,0
105,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('r3', 0)","('r20', 0)",0,0,0,0,08:26:30,0.8507630225817854,1,0,0,0,0,0,1,0,1,3,1,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0
106,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r3', 0)","('r20', 0)",0,0,0,0,08:26:45,0.8337477621301497,1,0,0,0,0,0,1,0,1,3,1,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,1,0
107,motion,no motion,no motion,motion,motion,motion,motion,no motion,"('r3', 0)","('r20', 0)",0,0,0,0,08:27:00,0.8170728068875467,0,0,0,0,0,0,2,0,1,3,1,0,0,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,0,0
108,motion,motion,no motion,motion,no motion,motion,no motion,no motion,"('r3', 0)","('c3', 2)",0,0,0,0,08:27:15,0.8007313507497957,0,0,0,0,1,0,1,0,0,3,1,0,0,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,2,0,0
109,motion,motion,motion,motion,no motion,motion,motion,no motion,"('r3', 0)","('r21', 1)",0,0,0,0,08:27:30,0.8170728068875467,0,0,0,0,1,0,2,0,0,3,1,0,0,0,2,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0
110,motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('r1', 0)","('r21', 1)",0,0,1,0,08:27:45,0.8337477621301497,0,0,0,0,0,0,2,0,0,4,1,0,0,0,2,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0
111,motion,no motion,motion,no motion,no motion,motion,no motion,no motion,"('r1', 0)","('r21', 2)",0,0,0,0,08:28:00,0.8337477621301497,0,0,0,0,0,0,2,0,0,4,1,0,0,0,2,1,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0
112,no motion,no motion,motion,no motion,no motion,motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:28:15,0.8170728068875467,0,0,0,0,0,0,2,0,0,4,1,0,0,0,2,1,0,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
113,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:28:30,0.8007313507497957,0,0,0,0,0,0,2,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
114,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('r20', 0)",0,0,1,0,08:28:45,0.7847167237347998,0,0,0,0,0,0,2,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0
115,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:29:00,0.8007313507497957,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
116,motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:29:15,0.8007313507497957,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
117,motion,no motion,motion,no motion,motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:29:30,0.7847167237347998,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0
118,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('o1', 0)",0,0,0,0,08:29:45,0.8007313507497957,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0
119,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:30:00,0.8170728068875467,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0
120,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:30:15,0.8170728068875467,0,0,0,0,0,0,1,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,0,0
121,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('r17', 0)",0,0,0,0,08:30:30,0.8170728068875467,0,0,0,0,0,0,2,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0
122,motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:30:45,0.8007313507497957,0,0,1,0,0,0,1,0,0,4,1,0,0,0,2,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0
123,motion,no motion,no motion,no motion,no motion,motion,motion,no motion,"('r1', 0)","('r16', 0)",0,1,0,0,08:31:00,0.7847167237347998,0,0,1,0,0,0,1,0,0,4,1,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,0
124,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:31:15,0.7690223892601038,0,0,1,0,0,0,1,0,0,4,1,0,0,0,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0
125,no motion,no motion,no motion,no motion,motion,motion,no motion,motion,"('r1', 0)","('c3', 1)",0,0,0,0,08:31:30,0.7690223892601038,0,0,1,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,1,0
126,no motion,motion,no motion,no motion,motion,motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:31:45,0.7847167237347998,0,0,1,0,1,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0
127,no motion,motion,no motion,no motion,motion,motion,no motion,no motion,"('r2', 0)","('r19', 2)",0,0,0,0,08:32:00,0.7847167237347998,0,0,1,0,0,0,1,0,1,4,0,0,0,0,2,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
128,motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,"('r2', 0)","('r19', 2)",1,0,0,0,08:32:15,0.8007313507497957,0,0,1,0,0,0,1,1,0,4,0,0,0,0,2,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
129,no motion,motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:32:30,0.7847167237347998,0,0,1,1,0,0,2,0,0,4,0,0,0,0,2,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
130,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,"('r1', 0)","('o1', 0)",0,0,0,0,08:32:45,0.7847167237347998,0,0,1,1,0,0,2,0,0,4,0,0,0,0,2,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
131,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,"('r2', 1)","('c3', 0)",0,0,0,0,08:33:00,0.7690223892601038,0,1,1,0,0,0,2,0,0,4,0,0,0,0,2,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
132,no motion,no motion,no motion,no motion,no motion,no motion,motion,no motion,"('r1', 1)","('c3', 0)",0,0,0,0,08:33:15,0.7690223892601038,1,0,1,0,0,0,2,0,0,4,0,0,0,0,2,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
133,no motion,no motion,motion,no motion,no motion,motion,no motion,motion,"('r1', 0)","('r20', 0)",0,0,0,0,08:33:30,0.7690223892601038,0,0,1,0,0,0,3,0,0,4,0,0,0,0,2,0,1,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
134,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('r20', 0)",0,0,0,0,08:33:45,0.7690223892601038,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0
135,no motion,no motion,motion,no motion,motion,motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:34:00,0.7847167237347998,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0
136,no motion,no motion,motion,no motion,motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:34:15,0.7690223892601038,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0
137,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('r18', 0)",0,0,0,0,08:34:30,0.7847167237347998,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0
138,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:34:45,0.8007313507497957,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0
139,no motion,no motion,motion,no motion,no motion,no motion,no motion,motion,"('r1', 0)","('c3', 0)",0,1,0,0,08:35:00,0.8170728068875467,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
140,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:35:15,0.8337477621301497,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0
141,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('r10', 4)",0,0,0,0,08:35:30,0.8507630225817854,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
142,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('r10', 4)",0,0,0,0,08:35:45,0.8681255332467198,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
143,no motion,no motion,motion,no motion,motion,motion,no motion,motion,"('r1', 0)","('c3', 0)",0,0,1,0,08:36:00,0.8507630225817854,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0
144,no motion,no motion,motion,no motion,motion,no motion,no motion,motion,"('r1', 0)","('r10', 4)",0,1,0,0,08:36:15,0.8337477621301497,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0
145,no motion,no motion,motion,motion,no motion,no motion,no motion,no motion,"('r1', 0)","('r10', 4)",0,0,0,0,08:36:30,0.8170728068875467,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,2,0,0,3,1,0,0,0,0
146,no motion,no motion,motion,motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,0,0,08:36:45,0.8007313507497957,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,1,0,0,0,0
147,no motion,no motion,no motion,motion,motion,motion,no motion,no motion,"('r1', 0)","('c3', 1)",0,0,0,0,08:37:00,0.8007313507497957,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,1,1,0,0
148,no motion,no motion,no motion,motion,motion,motion,no motion,motion,"('r2', 0)","('r6', 0)",0,0,0,0,08:37:15,0.8170728068875467,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,1,1,0
149,no motion,no motion,no motion,motion,motion,no motion,motion,no motion,"('r2', 0)","('r6', 0)",0,0,0,0,08:37:30,0.8007313507497957,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,1,1,1,0
150,no motion,motion,no motion,motion,no motion,motion,motion,no motion,"('r2', 0)","('r6', 0)",0,0,0,0,08:37:45,0.7847167237347998,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,2,0,0
151,motion,motion,no motion,motion,no motion,no motion,no motion,no motion,"('r2', 0)","('r5', 0)",0,0,0,0,08:38:00,0.7847167237347998,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,4,0,0,1,0,0
152,motion,no motion,no motion,motion,no motion,no motion,no motion,no motion,"('r2', 0)","('c3', 0)",0,0,0,0,08:38:15,0.8007313507497957,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,4,1,0,0,0,0
153,no motion,no motion,no motion,motion,no motion,no motion,no motion,motion,"('r4', 0)","('r6', 0)",1,0,0,0,08:38:30,0.8170728068875467,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,4,1,0,0,0,0
154,no motion,no motion,no motion,motion,no motion,motion,no motion,no motion,"('r2', 0)","('c3', 0)",0,1,0,0,08:38:45,0.8337477621301497,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,5,0,0,0,0,0
155,no motion,no motion,no motion,motion,no motion,motion,no motion,no motion,"('r1', 0)","('c3', 1)",0,0,0,0,08:39:00,0.8507630225817854,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,2,0,0,5,0,1,0,0,0
156,no motion,no motion,motion,motion,no motion,motion,motion,no motion,"('r1', 1)","('c3', 1)",0,0,0,0,08:39:15,0.8507630225817854,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,2,0,0,4,0,1,0,0,0
157,no motion,motion,motion,no motion,no motion,motion,motion,motion,"('r1', 1)","('r18', 0)",0,1,1,0,08:39:30,0.8507630225817854,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,1,2,0,0,3,1,0,0,0,0
158,no motion,motion,no motion,no motion,no motion,no motion,motion,no motion,"('r3', 1)","('r18', 0)",0,0,0,0,08:39:45,0.8507630225817854,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,2,0,0,1,0,1,1,0,0,3,1,0,0,0,0
159,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r7', 2)","('r18', 0)",0,0,1,0,08:40:00,0.8337477621301497,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,2,1,0,0,3,0,0,1,0,0
160,no motion,no motion,motion,no motion,no motion,no motion,no motion,motion,"('r7', 1)","('c3', 0)",0,0,0,0,08:40:15,0.8170728068875467,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,2,0,0,1,0,0,1,0,0,4,0,0,1,0,0
161,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r3', 0)","('r16', 0)",0,0,0,1,08:40:30,0.8007313507497957,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,2,0,0,1,0,0,1,0,1,5,0,0,0,0,0
162,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('r1', 0)","('c3', 0)",0,0,1,0,08:40:45,0.7847167237347998,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0,1,5,0,0,0,0,0
163,no motion,no motion,motion,no motion,no motion,no motion,no motion,no motion,"('r3', 0)","('c3', 0)",0,0,0,1,08:41:00,0.7847167237347998,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,0,1,0,1,0,0,0,5,0,0,1,0,0
164,no motion,motion,motion,no motion,no motion,no motion,no motion,motion,"('r7', 1)","('c3', 0)",0,0,0,0,08:41:15,0.7847167237347998,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,6,0,0,1,0,0
165,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('r7', 1)","('c3', 0)",0,0,0,0,08:41:30,0.7690223892601038,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0
166,no motion,no motion,no motion,no motion,no motion,no motion,no motion,no motion,"('c1', 6)","('c3', 0)",0,0,0,0,08:41:45,0.7690223892601038,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0,1,0,0
167,no motion,no motion,no motion,no motion,no motion,motion,no motion,no motion,"('c1', 5)","('c3', 0)",0,1,0,0,08:42:00,0.7847167237347998,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5,1,0,1,0,0
168,no motion,no motion,no motion,no motion,no motion,no motion,motion,motion,"('r7', 1)","('c3', 0)",0,0,0,0,08:42:15,0.7847167237347998,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5,1,0,1,0,0
169,no motion,no motion,no motion,no motion,no motion,motion,no motion,motion,"('r7', 1)","('c3', 1)",0,0,0,0,08:42:30,0.7690223892601038,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1,2,0,0
170,no motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('c1', 5)","('c3', 0)",0,0,0,0,08:42:45,0.7536419414749017,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,0,1,1,0
171,no motion,motion,no motion,no motion,motion,motion,no motion,no motion,"('r7', 1)","('r6', 0)",0,0,0,0,08:43:00,0.7690223892601038,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,0,1,1,0
172,no motion,motion,no motion,no motion,motion,motion,no motion,no motion,"('c1', 5)","('r6', 0)",0,0,0,0,08:43:15,0.7847167237347998,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,2,1,0,0
173,no motion,motion,no motion,no motion,no motion,motion,motion,no motion,"('c1', 5)","('r6', 0)",0,0,0,0,08:43:30,0.8007313507497957,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,2,1,0,0
174,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c1', 5)","('r5', 1)",0,0,0,0,08:43:45,0.8170728068875467,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,3,1,0,0
175,no motion,motion,no motion,no motion,no motion,motion,no motion,no motion,"('c1', 5)","('c3', 4)",0,0,0,0,08:44:00,0.8007313507497957,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,4,1,0,0
176,no motion,no motion,no motion,no motion,motion,motion,no motion,no motion,"('c1', 5)","('c3', 3)",0,0,0,0,08:44:15,0.8170728068875467,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,3,1,0,0
